Date,Product_ID,Region,Historical_Demand_Units,Unit_Price_USD,Lead_Time_Days,Current_Stock_Level,Predicted_30Day_Demand,Reorder_Point,Inventory_Health_Status
2025-06-26,PRD_002_Monitors,East,93,320,5,558,112,23,OVERSTOCK_WARNING
2025-06-26,PRD_002_Monitors,West,95,320,11,375,115,52,OVERSTOCK_WARNING
2025-06-26,PRD_003_Keyboards,North,107,45,13,341,129,69,OVERSTOCK_WARNING
2025-06-26,PRD_003_Keyboards,South,56,45,6,823,68,16,OVERSTOCK_WARNING
2025-06-26,PRD_003_Keyboards,East,138,45,3,1080,167,20,OVERSTOCK_WARNING
2025-06-26,PRD_003_Keyboards,West,41,45,11,668,49,22,OVERSTOCK_WARNING
2025-06-26,PRD_004_Processors,North,219,400,4,899,266,43,OVERSTOCK_WARNING
2025-06-26,PRD_004_Processors,South,131,400,13,1098,159,85,OVERSTOCK_WARNING
2025-06-26,PRD_004_Processors,East,61,400,13,518,74,39,OVERSTOCK_WARNING
2025-06-26,PRD_004_Processors,West,106,400,5,523,128,26,OVERSTOCK_WARNING
2025-06-27,PRD_001_Laptops,North,179,850,10,660,217,89,OVERSTOCK_WARNING
2025-06-27,PRD_001_Laptops,South,123,850,9,630,149,55,OVERSTOCK_WARNING
2025-06-27,PRD_001_Laptops,East,52,850,11,904,63,28,OVERSTOCK_WARNING
2025-06-27,PRD_001_Laptops,West,51,850,10,1049,61,25,OVERSTOCK_WARNING
2025-06-27,PRD_002_Monitors,North,136,320,11,119,165,74,OPTIMAL
2025-06-27,PRD_002_Monitors,South,157,320,5,338,190,39,OVERSTOCK_WARNING
2025-06-27,PRD_002_Monitors,East,159,320,7,809,193,55,OVERSTOCK_WARNING
2025-06-27,PRD_002_Monitors,West,50,320,9,196,60,22,OVERSTOCK_WARNING
2025-06-27,PRD_003_Keyboards,North,177,45,12,195,215,106,OPTIMAL
2025-06-27,PRD_003_Keyboards,South,201,45,5,791,244,50,OVERSTOCK_WARNING
2025-06-27,PRD_003_Keyboards,East,70,45,13,316,85,45,OVERSTOCK_WARNING
2025-06-27,PRD_003_Keyboards,West,110,45,4,149,133,22,OVERSTOCK_WARNING
2025-06-27,PRD_004_Processors,North,80,400,6,520,97,24,OVERSTOCK_WARNING
2025-06-27,PRD_004_Processors,South,217,400,11,475,263,119,OPTIMAL
2025-06-27,PRD_004_Processors,East,78,400,3,636,94,11,OVERSTOCK_WARNING
2025-06-27,PRD_004_Processors,West,178,400,8,972,216,71,OVERSTOCK_WARNING
2025-06-28,PRD_001_Laptops,North,190,850,13,829,230,123,OVERSTOCK_WARNING
2025-06-28,PRD_001_Laptops,South,109,850,8,721,132,43,OVERSTOCK_WARNING
2025-06-28,PRD_001_Laptops,East,123,850,11,414,149,67,OVERSTOCK_WARNING
2025-06-28,PRD_001_Laptops,West,152,850,10,756,184,76,OVERSTOCK_WARNING
2025-06-28,PRD_002_Monitors,North,88,320,6,368,106,26,OVERSTOCK_WARNING
2025-06-28,PRD_002_Monitors,South,61,320,4,318,74,12,OVERSTOCK_WARNING
2025-06-28,PRD_002_Monitors,East,172,320,9,865,208,77,OVERSTOCK_WARNING
2025-06-28,PRD_002_Monitors,West,205,320,8,452,249,82,OVERSTOCK_WARNING
2025-06-28,PRD_003_Keyboards,North,76,45,5,558,92,19,OVERSTOCK_WARNING
2025-06-28,PRD_003_Keyboards,South,103,45,12,670,125,61,OVERSTOCK_WARNING
2025-06-28,PRD_003_Keyboards,East,209,45,13,767,253,135,OVERSTOCK_WARNING
2025-06-28,PRD_003_Keyboards,West,83,45,4,166,100,16,OVERSTOCK_WARNING
2025-06-28,PRD_004_Processors,North,55,400,8,437,66,22,OVERSTOCK_WARNING
2025-06-28,PRD_004_Processors,South,202,400,4,747,245,40,OVERSTOCK_WARNING
2025-06-28,PRD_004_Processors,East,41,400,11,543,49,22,OVERSTOCK_WARNING
2025-06-28,PRD_004_Processors,West,98,400,7,454,119,34,OVERSTOCK_WARNING
2025-06-29,PRD_001_Laptops,North,131,850,7,822,159,45,OVERSTOCK_WARNING
2025-06-29,PRD_001_Laptops,South,84,850,6,871,102,25,OVERSTOCK_WARNING
2025-06-29,PRD_001_Laptops,East,130,850,12,572,157,78,OVERSTOCK_WARNING
2025-06-29,PRD_001_Laptops,West,194,850,12,207,235,116,OPTIMAL
2025-06-29,PRD_002_Monitors,North,46,320,12,638,55,27,OVERSTOCK_WARNING
2025-06-29,PRD_002_Monitors,South,92,320,13,629,111,59,OVERSTOCK_WARNING
2025-06-29,PRD_002_Monitors,East,92,320,12,639,111,55,OVERSTOCK_WARNING
2025-06-29,PRD_002_Monitors,West,134,320,5,984,162,33,OVERSTOCK_WARNING
2025-06-29,PRD_003_Keyboards,North,103,45,8,716,125,41,OVERSTOCK_WARNING
2025-06-29,PRD_003_Keyboards,South,218,45,9,851,264,98,OVERSTOCK_WARNING
2025-06-29,PRD_003_Keyboards,East,165,45,5,1095,200,41,OVERSTOCK_WARNING
2025-06-29,PRD_003_Keyboards,West,103,45,6,602,125,30,OVERSTOCK_WARNING
2025-06-29,PRD_004_Processors,North,136,400,8,521,165,54,OVERSTOCK_WARNING
2025-06-29,PRD_004_Processors,South,194,400,3,100,235,29,OPTIMAL
2025-06-29,PRD_004_Processors,East,78,400,8,125,94,31,OPTIMAL
2025-06-29,PRD_004_Processors,West,105,400,13,243,127,68,OPTIMAL
2025-06-30,PRD_001_Laptops,North,150,850,4,202,182,30,OVERSTOCK_WARNING
2025-06-30,PRD_001_Laptops,South,138,850,5,750,167,34,OVERSTOCK_WARNING
2025-06-30,PRD_001_Laptops,East,195,850,9,976,236,87,OVERSTOCK_WARNING
2025-06-30,PRD_001_Laptops,West,64,850,13,565,77,41,OVERSTOCK_WARNING
2025-06-30,PRD_002_Monitors,North,123,320,5,782,149,30,OVERSTOCK_WARNING
2025-06-30,PRD_002_Monitors,South,90,320,4,289,109,18,OVERSTOCK_WARNING
2025-06-30,PRD_002_Monitors,East,165,320,12,660,200,99,OVERSTOCK_WARNING
2025-06-30,PRD_002_Monitors,West,48,320,4,1009,58,9,OVERSTOCK_WARNING
2025-06-30,PRD_003_Keyboards,North,198,45,12,193,240,118,OPTIMAL
2025-06-30,PRD_003_Keyboards,South,115,45,6,581,139,34,OVERSTOCK_WARNING
2025-06-30,PRD_003_Keyboards,East,124,45,3,574,150,18,OVERSTOCK_WARNING
2025-06-30,PRD_003_Keyboards,West,109,45,3,466,132,16,OVERSTOCK_WARNING
2025-06-30,PRD_004_Processors,North,172,400,12,780,208,103,OVERSTOCK_WARNING
2025-06-30,PRD_004_Processors,South,129,400,8,334,156,51,OVERSTOCK_WARNING
2025-06-30,PRD_004_Processors,East,65,400,10,340,78,32,OVERSTOCK_WARNING
2025-06-30,PRD_004_Processors,West,54,400,13,735,65,35,OVERSTOCK_WARNING
2025-07-01,PRD_001_Laptops,North,40,850,7,338,48,13,OVERSTOCK_WARNING
2025-07-01,PRD_001_Laptops,South,219,850,10,287,266,109,OPTIMAL
2025-07-01,PRD_001_Laptops,East,94,850,13,228,114,61,OPTIMAL
2025-07-01,PRD_001_Laptops,West,105,850,8,234,127,42,OVERSTOCK_WARNING
2025-07-01,PRD_002_Monitors,North,205,320,12,777,249,123,OVERSTOCK_WARNING
2025-07-01,PRD_002_Monitors,South,101,320,13,437,122,65,OVERSTOCK_WARNING
2025-07-01,PRD_002_Monitors,East,213,320,11,986,258,117,OVERSTOCK_WARNING
2025-07-01,PRD_002_Monitors,West,47,320,3,708,57,7,OVERSTOCK_WARNING
2025-07-01,PRD_003_Keyboards,North,103,45,8,612,125,41,OVERSTOCK_WARNING
2025-07-01,PRD_003_Keyboards,South,154,45,8,1038,187,61,OVERSTOCK_WARNING
2025-07-01,PRD_003_Keyboards,East,124,45,10,867,150,62,OVERSTOCK_WARNING
2025-07-01,PRD_003_Keyboards,West,47,45,12,381,57,28,OVERSTOCK_WARNING
2025-07-01,PRD_004_Processors,North,70,400,4,328,85,14,OVERSTOCK_WARNING
2025-07-01,PRD_004_Processors,South,132,400,11,350,160,72,OVERSTOCK_WARNING
2025-07-01,PRD_004_Processors,East,133,400,12,473,161,79,OVERSTOCK_WARNING
2025-07-01,PRD_004_Processors,West,68,400,8,671,82,27,OVERSTOCK_WARNING
2025-07-02,PRD_001_Laptops,North,75,850,6,444,91,22,OVERSTOCK_WARNING
2025-07-02,PRD_001_Laptops,South,157,850,7,421,190,54,OVERSTOCK_WARNING
2025-07-02,PRD_001_Laptops,East,110,850,9,504,133,49,OVERSTOCK_WARNING
2025-07-02,PRD_001_Laptops,West,132,850,8,491,160,52,OVERSTOCK_WARNING
2025-07-02,PRD_002_Monitors,North,215,320,8,238,261,86,OPTIMAL
2025-07-02,PRD_002_Monitors,South,53,320,7,304,64,18,OVERSTOCK_WARNING
2025-07-02,PRD_002_Monitors,East,112,320,11,590,136,61,OVERSTOCK_WARNING
2025-07-02,PRD_002_Monitors,West,130,320,10,1052,157,65,OVERSTOCK_WARNING
2025-07-02,PRD_003_Keyboards,North,129,45,5,896,156,32,OVERSTOCK_WARNING
2025-07-02,PRD_003_Keyboards,South,210,45,10,806,255,105,OVERSTOCK_WARNING
2025-07-02,PRD_003_Keyboards,East,172,45,12,726,208,103,OVERSTOCK_WARNING
2025-07-02,PRD_003_Keyboards,West,81,45,6,952,98,24,OVERSTOCK_WARNING
2025-07-02,PRD_004_Processors,North,66,400,12,893,80,39,OVERSTOCK_WARNING
2025-07-02,PRD_004_Processors,South,105,400,11,152,127,57,OPTIMAL
2025-07-02,PRD_004_Processors,East,156,400,13,208,189,101,OPTIMAL
2025-07-02,PRD_004_Processors,West,126,400,12,505,153,75,OVERSTOCK_WARNING
2025-07-03,PRD_001_Laptops,North,219,850,11,773,266,120,OVERSTOCK_WARNING
2025-07-03,PRD_001_Laptops,South,164,850,5,85,199,41,OPTIMAL
2025-07-03,PRD_001_Laptops,East,164,850,12,405,199,98,OPTIMAL
2025-07-03,PRD_001_Laptops,West,92,850,4,905,111,18,OVERSTOCK_WARNING
2025-07-03,PRD_002_Monitors,North,121,320,9,81,146,54,OPTIMAL
2025-07-03,PRD_002_Monitors,South,189,320,7,483,229,66,OVERSTOCK_WARNING
2025-07-03,PRD_002_Monitors,East,142,320,10,447,172,71,OVERSTOCK_WARNING
2025-07-03,PRD_002_Monitors,West,104,320,3,288,126,15,OVERSTOCK_WARNING
2025-07-03,PRD_003_Keyboards,North,168,45,7,707,204,58,OVERSTOCK_WARNING
2025-07-03,PRD_003_Keyboards,South,144,45,5,125,174,36,OPTIMAL
2025-07-03,PRD_003_Keyboards,East,94,45,13,295,114,61,OVERSTOCK_WARNING
2025-07-03,PRD_003_Keyboards,West,84,45,12,924,102,50,OVERSTOCK_WARNING
2025-07-03,PRD_004_Processors,North,63,400,12,626,76,37,OVERSTOCK_WARNING
2025-07-03,PRD_004_Processors,South,63,400,6,1055,76,18,OVERSTOCK_WARNING
2025-07-03,PRD_004_Processors,East,55,400,13,1056,66,35,OVERSTOCK_WARNING
2025-07-03,PRD_004_Processors,West,183,400,11,1073,222,100,OVERSTOCK_WARNING
2025-07-04,PRD_001_Laptops,North,50,850,3,926,60,7,OVERSTOCK_WARNING
2025-07-04,PRD_001_Laptops,South,154,850,6,378,187,46,OVERSTOCK_WARNING
2025-07-04,PRD_001_Laptops,East,108,850,5,476,131,27,OVERSTOCK_WARNING
2025-07-04,PRD_001_Laptops,West,177,850,13,1057,215,115,OVERSTOCK_WARNING
2025-07-04,PRD_002_Monitors,North,142,320,11,1081,172,78,OVERSTOCK_WARNING
2025-07-04,PRD_002_Monitors,South,217,320,9,1046,263,97,OVERSTOCK_WARNING
2025-07-04,PRD_002_Monitors,East,98,320,9,338,119,44,OVERSTOCK_WARNING
2025-07-04,PRD_002_Monitors,West,46,320,3,617,55,6,OVERSTOCK_WARNING
2025-07-04,PRD_003_Keyboards,North,200,45,7,255,242,70,OPTIMAL
2025-07-04,PRD_003_Keyboards,South,118,45,4,1080,143,23,OVERSTOCK_WARNING
2025-07-04,PRD_003_Keyboards,East,166,45,9,1007,201,74,OVERSTOCK_WARNING
2025-07-04,PRD_003_Keyboards,West,171,45,6,577,207,51,OVERSTOCK_WARNING
2025-07-04,PRD_004_Processors,North,156,400,6,879,189,46,OVERSTOCK_WARNING
2025-07-04,PRD_004_Processors,South,67,400,3,267,81,10,OVERSTOCK_WARNING
2025-07-04,PRD_004_Processors,East,95,400,5,191,115,23,OVERSTOCK_WARNING
2025-07-04,PRD_004_Processors,West,69,400,8,115,83,27,OPTIMAL
2025-07-05,PRD_001_Laptops,North,119,850,12,674,144,71,OVERSTOCK_WARNING
2025-07-05,PRD_001_Laptops,South,104,850,7,719,126,36,OVERSTOCK_WARNING
2025-07-05,PRD_001_Laptops,East,90,850,8,807,109,36,OVERSTOCK_WARNING
2025-07-05,PRD_001_Laptops,West,146,850,6,436,177,43,OVERSTOCK_WARNING
2025-07-05,PRD_002_Monitors,North,139,320,6,147,168,41,OPTIMAL
2025-07-05,PRD_002_Monitors,South,75,320,6,260,91,22,OVERSTOCK_WARNING
2025-07-05,PRD_002_Monitors,East,217,320,11,993,263,119,OVERSTOCK_WARNING
2025-07-05,PRD_002_Monitors,West,61,320,4,100,74,12,OVERSTOCK_WARNING
2025-07-05,PRD_003_Keyboards,North,139,45,9,638,168,62,OVERSTOCK_WARNING
2025-07-05,PRD_003_Keyboards,South,78,45,8,681,94,31,OVERSTOCK_WARNING
2025-07-05,PRD_003_Keyboards,East,124,45,3,415,150,18,OVERSTOCK_WARNING
2025-07-05,PRD_003_Keyboards,West,198,45,5,152,240,49,OPTIMAL
2025-07-05,PRD_004_Processors,North,88,400,7,593,106,30,OVERSTOCK_WARNING
2025-07-05,PRD_004_Processors,South,215,400,13,944,261,139,OVERSTOCK_WARNING
2025-07-05,PRD_004_Processors,East,138,400,12,950,167,82,OVERSTOCK_WARNING
2025-07-05,PRD_004_Processors,West,218,400,6,593,264,65,OVERSTOCK_WARNING
2025-07-06,PRD_001_Laptops,North,80,850,5,202,97,20,OVERSTOCK_WARNING
2025-07-06,PRD_001_Laptops,South,121,850,6,219,146,36,OVERSTOCK_WARNING
2025-07-06,PRD_001_Laptops,East,68,850,9,349,82,30,OVERSTOCK_WARNING
2025-07-06,PRD_001_Laptops,West,51,850,5,468,61,12,OVERSTOCK_WARNING
2025-07-06,PRD_002_Monitors,North,120,320,12,185,145,72,OPTIMAL
2025-07-06,PRD_002_Monitors,South,71,320,12,250,86,42,OVERSTOCK_WARNING
2025-07-06,PRD_002_Monitors,East,120,320,7,892,145,42,OVERSTOCK_WARNING
2025-07-06,PRD_002_Monitors,West,145,320,11,512,176,79,OVERSTOCK_WARNING
2025-07-06,PRD_003_Keyboards,North,200,45,6,179,242,60,OPTIMAL
2025-07-06,PRD_003_Keyboards,South,185,45,11,653,224,101,OVERSTOCK_WARNING
2025-07-06,PRD_003_Keyboards,East,68,45,4,541,82,13,OVERSTOCK_WARNING
2025-07-06,PRD_003_Keyboards,West,192,45,8,711,233,76,OVERSTOCK_WARNING
2025-07-06,PRD_004_Processors,North,209,400,6,161,253,62,OPTIMAL
2025-07-06,PRD_004_Processors,South,216,400,9,799,262,97,OVERSTOCK_WARNING
2025-07-06,PRD_004_Processors,East,114,400,5,1090,138,28,OVERSTOCK_WARNING
2025-07-06,PRD_004_Processors,West,153,400,12,399,185,91,OPTIMAL
2025-07-07,PRD_001_Laptops,North,141,850,12,801,171,84,OVERSTOCK_WARNING
2025-07-07,PRD_001_Laptops,South,59,850,12,191,71,35,OVERSTOCK_WARNING
2025-07-07,PRD_001_Laptops,East,96,850,8,540,116,38,OVERSTOCK_WARNING
2025-07-07,PRD_001_Laptops,West,158,850,3,171,191,23,OVERSTOCK_WARNING
2025-07-07,PRD_002_Monitors,North,91,320,7,599,110,31,OVERSTOCK_WARNING
2025-07-07,PRD_002_Monitors,South,83,320,4,315,100,16,OVERSTOCK_WARNING
2025-07-07,PRD_002_Monitors,East,172,320,8,660,208,68,OVERSTOCK_WARNING
2025-07-07,PRD_002_Monitors,West,198,320,11,313,240,108,OPTIMAL
2025-07-07,PRD_003_Keyboards,North,71,45,3,717,86,10,OVERSTOCK_WARNING
2025-07-07,PRD_003_Keyboards,South,106,45,4,283,128,21,OVERSTOCK_WARNING
2025-07-07,PRD_003_Keyboards,East,68,45,5,553,82,17,OVERSTOCK_WARNING
2025-07-07,PRD_003_Keyboards,West,69,45,11,1001,83,37,OVERSTOCK_WARNING
2025-07-07,PRD_004_Processors,North,169,400,5,509,205,42,OVERSTOCK_WARNING
2025-07-07,PRD_004_Processors,South,107,400,11,770,129,58,OVERSTOCK_WARNING
2025-07-07,PRD_004_Processors,East,180,400,9,379,218,81,OVERSTOCK_WARNING
2025-07-07,PRD_004_Processors,West,202,400,9,550,245,90,OVERSTOCK_WARNING
2025-07-08,PRD_001_Laptops,North,176,850,4,524,213,35,OVERSTOCK_WARNING
2025-07-08,PRD_001_Laptops,South,80,850,4,431,97,16,OVERSTOCK_WARNING
2025-07-08,PRD_001_Laptops,East,116,850,7,137,140,40,OPTIMAL
2025-07-08,PRD_001_Laptops,West,145,850,12,847,176,87,OVERSTOCK_WARNING
2025-07-08,PRD_002_Monitors,North,95,320,13,462,115,61,OVERSTOCK_WARNING
2025-07-08,PRD_002_Monitors,South,201,320,7,365,244,70,OVERSTOCK_WARNING
2025-07-08,PRD_002_Monitors,East,110,320,8,965,133,44,OVERSTOCK_WARNING
2025-07-08,PRD_002_Monitors,West,94,320,5,476,114,23,OVERSTOCK_WARNING
2025-07-08,PRD_003_Keyboards,North,42,45,12,392,51,25,OVERSTOCK_WARNING
2025-07-08,PRD_003_Keyboards,South,165,45,10,644,200,82,OVERSTOCK_WARNING
2025-07-08,PRD_003_Keyboards,East,82,45,12,896,99,49,OVERSTOCK_WARNING
2025-07-08,PRD_003_Keyboards,West,81,45,3,563,98,12,OVERSTOCK_WARNING
2025-07-08,PRD_004_Processors,North,50,400,9,433,60,22,OVERSTOCK_WARNING
2025-07-08,PRD_004_Processors,South,185,400,7,179,224,64,OPTIMAL
2025-07-08,PRD_004_Processors,East,143,400,6,637,173,42,OVERSTOCK_WARNING
2025-07-08,PRD_004_Processors,West,83,400,8,772,100,33,OVERSTOCK_WARNING
2025-07-09,PRD_001_Laptops,North,153,850,13,334,185,99,OPTIMAL
2025-07-09,PRD_001_Laptops,South,164,850,10,689,199,82,OVERSTOCK_WARNING
2025-07-09,PRD_001_Laptops,East,96,850,11,194,116,52,OPTIMAL
2025-07-09,PRD_001_Laptops,West,59,850,10,360,71,29,OVERSTOCK_WARNING
2025-07-09,PRD_002_Monitors,North,58,320,7,922,70,20,OVERSTOCK_WARNING
2025-07-09,PRD_002_Monitors,South,167,320,10,290,202,83,OPTIMAL
2025-07-09,PRD_002_Monitors,East,194,320,10,1071,235,97,OVERSTOCK_WARNING
2025-07-09,PRD_002_Monitors,West,65,320,13,781,78,42,OVERSTOCK_WARNING
2025-07-09,PRD_003_Keyboards,North,122,45,4,761,148,24,OVERSTOCK_WARNING
2025-07-09,PRD_003_Keyboards,South,196,45,9,779,238,88,OVERSTOCK_WARNING
2025-07-09,PRD_003_Keyboards,East,208,45,3,1058,252,31,OVERSTOCK_WARNING
2025-07-09,PRD_003_Keyboards,West,136,45,9,726,165,61,OVERSTOCK_WARNING
2025-07-09,PRD_004_Processors,North,65,400,10,724,78,32,OVERSTOCK_WARNING
2025-07-09,PRD_004_Processors,South,145,400,7,1044,176,50,OVERSTOCK_WARNING
2025-07-09,PRD_004_Processors,East,216,400,12,212,262,129,OPTIMAL
2025-07-09,PRD_004_Processors,West,61,400,3,698,74,9,OVERSTOCK_WARNING
2025-07-10,PRD_001_Laptops,North,62,850,3,826,75,9,OVERSTOCK_WARNING
2025-07-10,PRD_001_Laptops,South,57,850,4,196,69,11,OVERSTOCK_WARNING
2025-07-10,PRD_001_Laptops,East,69,850,12,223,83,41,OVERSTOCK_WARNING
2025-07-10,PRD_001_Laptops,West,78,850,3,745,94,11,OVERSTOCK_WARNING
2025-07-10,PRD_002_Monitors,North,215,320,3,832,261,32,OVERSTOCK_WARNING
2025-07-10,PRD_002_Monitors,South,205,320,4,448,249,41,OVERSTOCK_WARNING
2025-07-10,PRD_002_Monitors,East,173,320,4,757,210,34,OVERSTOCK_WARNING
2025-07-10,PRD_002_Monitors,West,145,320,10,737,176,72,OVERSTOCK_WARNING
2025-07-10,PRD_003_Keyboards,North,194,45,11,151,235,106,OPTIMAL
2025-07-10,PRD_003_Keyboards,South,113,45,3,838,137,16,OVERSTOCK_WARNING
2025-07-10,PRD_003_Keyboards,East,196,45,12,149,238,117,OPTIMAL
2025-07-10,PRD_003_Keyboards,West,189,45,8,853,229,75,OVERSTOCK_WARNING
2025-07-10,PRD_004_Processors,North,65,400,9,731,78,29,OVERSTOCK_WARNING
2025-07-10,PRD_004_Processors,South,138,400,8,642,167,55,OVERSTOCK_WARNING
2025-07-10,PRD_004_Processors,East,190,400,9,183,230,85,OPTIMAL
2025-07-10,PRD_004_Processors,West,217,400,11,732,263,119,OVERSTOCK_WARNING
2025-07-11,PRD_001_Laptops,North,177,850,7,774,215,61,OVERSTOCK_WARNING
2025-07-11,PRD_001_Laptops,South,48,850,6,977,58,14,OVERSTOCK_WARNING
2025-07-11,PRD_001_Laptops,East,192,850,4,130,233,38,OPTIMAL
2025-07-11,PRD_001_Laptops,West,73,850,5,821,88,18,OVERSTOCK_WARNING
2025-07-11,PRD_002_Monitors,North,170,320,12,711,206,102,OVERSTOCK_WARNING
2025-07-11,PRD_002_Monitors,South,109,320,9,511,132,49,OVERSTOCK_WARNING
2025-07-11,PRD_002_Monitors,East,186,320,5,289,225,46,OVERSTOCK_WARNING
2025-07-11,PRD_002_Monitors,West,142,320,11,451,172,78,OVERSTOCK_WARNING
2025-07-11,PRD_003_Keyboards,North,172,45,5,730,208,43,OVERSTOCK_WARNING
2025-07-11,PRD_003_Keyboards,South,160,45,6,1044,194,48,OVERSTOCK_WARNING
2025-07-11,PRD_003_Keyboards,East,168,45,13,683,204,109,OVERSTOCK_WARNING
2025-07-11,PRD_003_Keyboards,West,102,45,4,603,123,20,OVERSTOCK_WARNING
2025-07-11,PRD_004_Processors,North,116,400,11,209,140,63,OPTIMAL
2025-07-11,PRD_004_Processors,South,76,400,10,178,92,38,OVERSTOCK_WARNING
2025-07-11,PRD_004_Processors,East,189,400,6,218,229,56,OPTIMAL
2025-07-11,PRD_004_Processors,West,97,400,5,575,117,24,OVERSTOCK_WARNING
2025-07-12,PRD_001_Laptops,North,182,850,12,1080,221,109,OVERSTOCK_WARNING
2025-07-12,PRD_001_Laptops,South,82,850,12,1024,99,49,OVERSTOCK_WARNING
2025-07-12,PRD_001_Laptops,East,199,850,5,849,241,49,OVERSTOCK_WARNING
2025-07-12,PRD_001_Laptops,West,191,850,9,913,232,85,OVERSTOCK_WARNING
2025-07-12,PRD_002_Monitors,North,205,320,5,311,249,51,OVERSTOCK_WARNING
2025-07-12,PRD_002_Monitors,South,65,320,5,585,78,16,OVERSTOCK_WARNING
2025-07-12,PRD_002_Monitors,East,117,320,11,383,142,64,OVERSTOCK_WARNING
2025-07-12,PRD_002_Monitors,West,104,320,7,402,126,36,OVERSTOCK_WARNING
2025-07-12,PRD_003_Keyboards,North,129,45,4,472,156,25,OVERSTOCK_WARNING
2025-07-12,PRD_003_Keyboards,South,77,45,9,228,93,34,OVERSTOCK_WARNING
2025-07-12,PRD_003_Keyboards,East,104,45,7,362,126,36,OVERSTOCK_WARNING
2025-07-12,PRD_003_Keyboards,West,145,45,13,277,176,94,OPTIMAL
2025-07-12,PRD_004_Processors,North,83,400,6,619,100,24,OVERSTOCK_WARNING
2025-07-12,PRD_004_Processors,South,212,400,3,718,257,31,OVERSTOCK_WARNING
2025-07-12,PRD_004_Processors,East,162,400,10,585,196,81,OVERSTOCK_WARNING
2025-07-12,PRD_004_Processors,West,170,400,9,795,206,76,OVERSTOCK_WARNING
2025-07-13,PRD_001_Laptops,North,85,850,8,294,103,34,OVERSTOCK_WARNING
2025-07-13,PRD_001_Laptops,South,197,850,7,472,239,68,OVERSTOCK_WARNING
2025-07-13,PRD_001_Laptops,East,124,850,13,148,150,80,OPTIMAL
2025-07-13,PRD_001_Laptops,West,138,850,13,1088,167,89,OVERSTOCK_WARNING
2025-07-13,PRD_002_Monitors,North,198,320,3,502,240,29,OVERSTOCK_WARNING
2025-07-13,PRD_002_Monitors,South,133,320,7,194,161,46,OPTIMAL
2025-07-13,PRD_002_Monitors,East,70,320,13,422,85,45,OVERSTOCK_WARNING
2025-07-13,PRD_002_Monitors,West,160,320,4,1079,194,32,OVERSTOCK_WARNING
2025-07-13,PRD_003_Keyboards,North,144,45,13,818,174,93,OVERSTOCK_WARNING
2025-07-13,PRD_003_Keyboards,South,41,45,9,180,49,18,OVERSTOCK_WARNING
2025-07-13,PRD_003_Keyboards,East,60,45,12,468,72,36,OVERSTOCK_WARNING
2025-07-13,PRD_003_Keyboards,West,219,45,7,940,266,76,OVERSTOCK_WARNING
2025-07-13,PRD_004_Processors,North,59,400,8,739,71,23,OVERSTOCK_WARNING
2025-07-13,PRD_004_Processors,South,64,400,4,712,77,12,OVERSTOCK_WARNING
2025-07-13,PRD_004_Processors,East,199,400,12,533,241,119,OPTIMAL
2025-07-13,PRD_004_Processors,West,208,400,11,402,252,114,OPTIMAL
2025-07-14,PRD_001_Laptops,North,40,850,5,852,48,10,OVERSTOCK_WARNING
2025-07-14,PRD_001_Laptops,South,52,850,5,987,63,13,OVERSTOCK_WARNING
2025-07-14,PRD_001_Laptops,East,87,850,11,904,105,47,OVERSTOCK_WARNING
2025-07-14,PRD_001_Laptops,West,154,850,5,411,187,38,OVERSTOCK_WARNING
2025-07-14,PRD_002_Monitors,North,133,320,7,1073,161,46,OVERSTOCK_WARNING
2025-07-14,PRD_002_Monitors,South,61,320,9,284,74,27,OVERSTOCK_WARNING
2025-07-14,PRD_002_Monitors,East,214,320,8,466,259,85,OVERSTOCK_WARNING
2025-07-14,PRD_002_Monitors,West,163,320,7,547,198,57,OVERSTOCK_WARNING
2025-07-14,PRD_003_Keyboards,North,198,45,7,551,240,69,OVERSTOCK_WARNING
2025-07-14,PRD_003_Keyboards,South,143,45,8,240,173,57,OPTIMAL
2025-07-14,PRD_003_Keyboards,East,217,45,6,587,263,65,OVERSTOCK_WARNING
2025-07-14,PRD_003_Keyboards,West,55,45,4,963,66,11,OVERSTOCK_WARNING
2025-07-14,PRD_004_Processors,North,115,400,12,630,139,69,OVERSTOCK_WARNING
2025-07-14,PRD_004_Processors,South,128,400,10,959,155,64,OVERSTOCK_WARNING
2025-07-14,PRD_004_Processors,East,86,400,11,1079,104,47,OVERSTOCK_WARNING
2025-07-14,PRD_004_Processors,West,167,400,4,668,202,33,OVERSTOCK_WARNING
2025-07-15,PRD_001_Laptops,North,54,850,6,1088,65,16,OVERSTOCK_WARNING
2025-07-15,PRD_001_Laptops,South,102,850,7,293,123,35,OVERSTOCK_WARNING
2025-07-15,PRD_001_Laptops,East,208,850,12,359,252,124,OPTIMAL
2025-07-15,PRD_001_Laptops,West,88,850,4,854,106,17,OVERSTOCK_WARNING
2025-07-15,PRD_002_Monitors,North,43,320,12,532,52,25,OVERSTOCK_WARNING
2025-07-15,PRD_002_Monitors,South,99,320,9,607,120,44,OVERSTOCK_WARNING
2025-07-15,PRD_002_Monitors,East,68,320,9,836,82,30,OVERSTOCK_WARNING
2025-07-15,PRD_002_Monitors,West,53,320,3,880,64,7,OVERSTOCK_WARNING
2025-07-15,PRD_003_Keyboards,North,192,45,7,480,233,67,OVERSTOCK_WARNING
